Gene.symbol	Gene.ID	adj.P.Val	P.Value	logFC
CCDC6	8030	0.843527621531005	0.791514564402988	0.0582296466282051
MRPL57	78988	0.84408323334377	0.792073796581171	-0.0312307417008544
OR7C2	26658	0.844138197421136	0.792163256575568	0.0097313108333319
ELANE	1991	0.844349680932979	0.792425408584713	-0.264935029743586
IFITM2///IFITM1	10581///8519	0.844349680932979	0.792463514414268	-0.10784654737607
LRRN2	10446	0.844349680932979	0.792493018163192	-0.0153277704572661
GAD1	2571	0.844349680932979	0.792513287111846	0.0162912154444443
		0.844475286560864	0.792669079284972	0.0390777544059828
CD3EAP	10849	0.844616227393508	0.792839277852624	0.0434951965256403
C20orf27	54976	0.844643038930106	0.79290235104519	0.0453511630256402
THUMPD2	80745	0.844672416456691	0.792967835563323	-0.0412862486794863
CELF1	10658	0.844841469181518	0.793164454304957	0.055418005393161
NFATC1	4772	0.844915172136473	0.793275296030302	-0.0302616247521366
EIF5B	9669	0.844915172136473	0.793309483976094	-0.0372951915256419
UNC45A	55898	0.845020503992456	0.793446304583501	-0.0196600001239293
HCG26	352961	0.845127948564488	0.793585118510225	0.0256148904999982
FUT7	2529	0.846149720503019	0.794582547301785	0.0397699838803414
FAM120A	23196	0.846172223830102	0.794641653092883	-0.0459941464914539
NFIB	4781	0.846240992996486	0.794744211301776	0.00984820202564052
		0.846498066227536	0.795023629224515	0.0135545128418806
ERAP1	51752	0.84669028557488	0.795242157106165	-0.0655398416666735
GNAS	2778	0.84676090458618	0.79534648534707	-0.0303577835470126
PUF60	22827	0.846988153789554	0.795630891235753	-0.0368052161196655
CD52	1043	0.846988153789554	0.795635957237488	-0.108617473978631
NFIC	4782	0.847093783360079	0.795775617862317	-0.0256585906239328
TIMM23B///TIMM23	100652748///100287932	0.847093783360079	0.795811213070946	-0.038678939414531
ENG	2022	0.847099684851975	0.795854772803308	-0.0503963019230778
ARL6IP1	23204	0.847282408456821	0.796064466339901	0.0386367779829033
LZTR1	8216	0.84728608527265	0.796105944771955	-0.0239030455854694
NKTR	4820	0.847366834992271	0.796219844323842	0.0631266625299176
RPS6KA6	27330	0.847550128634532	0.796469662285791	0.00774639797863319
C19orf57	79173	0.847550128634532	0.796501832909891	0.0134915352777765
PRSS3	5646	0.847550128634532	0.796506181561537	-0.0467436005341897
MBNL1	4154	0.84767570404856	0.796662235524164	0.0417955505427337
STX8	9482	0.848135735118015	0.797132643745303	-0.0350806529316223
OGFOD3	79701	0.848207306339864	0.797242032506089	0.0315073086709399
OGG1	4968	0.848207306339864	0.797276041434656	0.0235607547521353
UQCR10	29796	0.848290988448642	0.797392767762207	-0.0281934589658128
WDTC1	23038	0.848534266118978	0.797659528447437	-0.0223207508418799
ACTR3B	57180	0.848651436417506	0.797829091526262	0.0177511785042728
ZNF675	171392	0.848651436417506	0.797896738261098	0.0170395665256406
NBN	4683	0.848651436417506	0.797912529320474	0.0323152447777773
MMP25	64386	0.848651436417506	0.797922014288164	0.0227735191495739
OSBP	5007	0.848698025046884	0.798003905254333	0.0223434883418792
SCD	6319	0.848806298776993	0.798143803719173	0.0330153828119655
USP6NL	9712	0.848968373171125	0.798334303793374	-0.0382922130897452
METTL9	51108	0.849088781724641	0.798502486849405	0.0436579359700815
LOC100996756	100996756	0.849088781724641	0.798523740511672	0.0743722448675186
MEGF8	1954	0.849102691236678	0.798574927085539	-0.0226772081452999
		0.849599325817265	0.799080135999562	-0.0297085595299156
LTBP1	4052	0.849793231763752	0.799300648231229	0.0417925097777769
PGLYRP1	8993	0.849990279063663	0.799524132709886	0.0252375475555553
HPGD	3248	0.850231160630551	0.799788868553471	0.0983799200427331
TMEM144	55314	0.850303490083319	0.799895066154761	-0.0151523642350417
CEACAM1	634	0.850492304941507	0.80011085529277	0.0434116016837609
ERAP1	51752	0.850890224429185	0.800523388454581	0.0482622707350413
MSX1	4487	0.85110462390195	0.800763292200529	-0.0169620772606831
FST	10468	0.851220985581988	0.800910971759277	0.0131742310897436
TRAPPC3	27095	0.851248588799621	0.800994007031098	-0.0236676218547016
SLF2	55719	0.851248588799621	0.801013346943879	0.0295982514059814
RAB30	27314	0.851325872420438	0.80112427495329	-0.0078056235641033
GLRA2	2742	0.851328781553951	0.801202054009237	-0.0110556981367531
RGS3	5998	0.851328781553951	0.801203423146251	0.0102215435598287
GTF2E2	2961	0.851463871245172	0.801368770262252	-0.049714476893163
GUF1	60558	0.851473731975194	0.80141626265385	-0.0386507000940166
SMAP1	60682	0.85149137749482	0.801471083407815	-0.0362211327948732
ETNK1	55500	0.851505531508757	0.801529294834637	0.0381638076367521
TFB2M	64216	0.851505531508757	0.801560832425064	-0.0497794795726483
DHRS4L2///DHRS4	317749///10901	0.851945689407037	0.802021078422899	-0.0320176494914532
ADM2	79924	0.851945689407037	0.802051639024405	0.010657181188034
		0.852157420819157	0.802289212914109	-0.036011580252139
DHX29	54505	0.852283607124855	0.802446262957387	0.0404503077307679
COLEC11	78989	0.852297588254779	0.802497675320806	-0.0120549841666673
TNNT3	7140	0.852899671280973	0.803102854320216	0.0176188219914533
U2SURP	23350	0.852962550125129	0.803200340585898	-0.0360469451581249
CTH	1491	0.853019342321092	0.803292100671624	-0.0124000267179492
KIR2DS5	3810	0.853039601331959	0.803349460752643	-0.021974708760685
SPAG11A	653423	0.853048742803109	0.803396352217657	-0.0146782405299151
		0.853052801300165	0.803438457159564	-0.00473476535042749
ZEB1	6935	0.853065230968453	0.803488447137544	0.0438879557393164
ZBTB20	26137	0.853250015169048	0.803700783933184	-0.0684116602820515
ATP8B2	57198	0.85329047988481	0.803778425079783	0.0216891053247865
PLPP3	8613	0.85329047988481	0.803815485493966	0.0297020603974381
DENND4A	10260	0.853372967526558	0.803931487426177	0.0680724171452995
TRIM33	51592	0.853477304266317	0.804068080979347	-0.045884349205128
NDUFA3	4696	0.853478248451846	0.804107272270253	0.029972586431624
SBNO2	22904	0.853570085370339	0.804232102605137	0.0267267768376076
LRRC3	81543	0.853688428535384	0.804381916507154	-0.00475500332478607
		0.853962028591464	0.804681240080613	-0.0247990758546992
CCNI	10983	0.853962028591464	0.80471636118851	0.0335472950128217
SEC61A1	29927	0.853987902613071	0.804779067763402	0.0415733430598255
RRP1B	23076	0.854192890432625	0.805010577529288	0.025691810474358
ATAD2	29028	0.854267611939729	0.805119333947235	0.0817919624743579
RASSF1	11186	0.854380829367325	0.805290466285571	-0.0356195806367516
CEP85	64793	0.854380829367325	0.80532351767014	-0.0182246313504288
IL23A	51561	0.854380829367325	0.805341064490028	0.0172069322350419
ZNF771	51333	0.854566882097501	0.805554788783289	0.00328656459829091
CDX1	1044	0.855076773320513	0.806124529888916	-0.00658791472222164
RNMT	8731	0.855076773320513	0.806162268889231	-0.0445429152735057
PDPR	55066	0.855076773320513	0.806188662494102	0.0268614289957259
STK11	6794	0.855076773320513	0.8061889301571	-0.0217514036794872
SLC1A2	6506	0.855246053558688	0.806386913129652	0.0169477603717931
RGS9	8787	0.855378458026216	0.806550140537128	0.00716095954273532
SH3D21	79729	0.855622285388379	0.806818447272837	-0.0387265182350447
POU4F3	5459	0.855934308142001	0.807151084548215	-0.00775759650427421
EIF2AK3	9451	0.856003390153931	0.807254644378885	0.0497389581111101
ATP7A	538	0.856039825606547	0.807327421582444	-0.0525497862435893
GOLIM4	27333	0.856111771410435	0.807433693307082	0.0268268416880342
C6orf62	81688	0.856253670963319	0.807605950843068	0.0566814474957287
ALDOB	229	0.856324620829134	0.807711299223029	0.00711426529487191
FPGT	8790	0.856517019621296	0.807934488781524	0.0533586679444444
S100A14	57402	0.856517019621296	0.807969651861942	0.00993420219230767
KIR2DS2///KIR2DS4///KIR2DS1///KIR2DL3///KIR2DL2///KIR2DL1	100132285///3809///3806///3804///3803///3802	0.856684170208127	0.808165773995649	0.00798555120085442
SERPINA4	5267	0.85675723495125	0.808273149627302	-0.0153338064059825
ENO1	2023	0.857119570324435	0.80865344553833	-0.0284300981623975
LMF1	64788	0.857245424574793	0.80881065414264	0.0117659858974353
GON4L	54856	0.857393473779964	0.808988815968394	0.0277590324059833
CDKN1C	1028	0.857425916954936	0.809057906471053	0.056144188730769
CAMKK2	10645	0.857546123310008	0.809209816220416	0.0457008673205141
CFDP1	10428	0.857550908775661	0.809338955580578	-0.046575905752138
KDM6B	23135	0.857550908775661	0.809353310927344	-0.0365878004529909
CAB39L	81617	0.857550908775661	0.809356073462906	-0.0143729056196582
CDC25C	995	0.857550908775661	0.80936827009204	-0.014899329542736
SLC4A7	9497	0.857683194234532	0.809531613388712	-0.0388872685940189
M6PR	4074	0.857747034747314	0.809662161081834	-0.057925626166667
ELL3	80237	0.857747034747314	0.809692859021581	0.00690691907692287
MPP5	64398	0.857747034747314	0.809707349814196	-0.00929351536324896
E2F4	1874	0.857897675682404	0.809913478507571	-0.00982492724358952
PPBP	5473	0.857897675682404	0.809926554024626	-0.18022803704701
CAPN6	827	0.858154759807911	0.810207847425093	-0.00858878063675195
TLK1	9874	0.858154759807911	0.810246286029648	-0.0416601177948728
SF3A1	10291	0.858289873943036	0.810418808351619	0.0275957715769213
C1QL1	10882	0.858289873943036	0.810450892502599	0.0268327161153836
COQ8B	79934	0.858294826289656	0.810514879213531	-0.0154366291025654
MAP2K5	5607	0.858294826289656	0.810532604658854	0.0135239510897427
TMED2	10959	0.858447014804147	0.810714848967305	-0.0210322814786341
GTPBP1	9567	0.859205253767675	0.811469486404018	0.0245927358504279
BLK	640	0.859328070961933	0.811624044404471	0.0135556478846146
COMMD3	23412	0.859386847016078	0.81178294954199	-0.0412679308247839
CRYBB3	1417	0.859386847016078	0.811784224186774	-0.0101479885384608
BRD4	23476	0.859386847016078	0.811795258396151	-0.0357353542393177
YIPF3	25844	0.859552768723156	0.811990565975068	-0.0333952141880332
CDC42EP2	10435	0.859867239161088	0.812326224098194	0.0177351153162391
GTF2IRD2B	389524	0.859931034324052	0.812425083453303	-0.0113475640170946
HGH1	51236	0.859931881293678	0.812468950214385	0.0257284169444425
GTPBP4	23560	0.859931881293678	0.812540619158331	0.0348336422991462
LCN2	3934	0.859931881293678	0.81254165779466	0.0667767953333307
LY6G5C	80741	0.860034515781364	0.812677232163192	0.0237539759444441
SMCO4	56935	0.860041463788558	0.812722393887523	-0.103533166371796
LOC100996809///HLA-DRB4///HLA-DRB1	100996809///3126///3123	0.86020023958198	0.812912438728611	0.0797057942136803
CARHSP1	23589	0.86020023958198	0.812949640773546	0.0439689657136766
TNPO1	3842	0.860272751679126	0.813056776482628	-0.0412824434786341
SLC6A2	6530	0.860404216483597	0.813219638440113	0.0185183318974347
GLRX	2745	0.860468506929101	0.81331901866628	-0.0473271909230792
ATP5O	539	0.86051457128344	0.813401176454836	0.0259623785042731
		0.860790947262358	0.813701050717332	-0.0118316455683769
MARC1	64757	0.861574358862532	0.814480270584717	0.0537704188717951
LSM3	27258	0.861676224504627	0.814615237868082	0.0319846247820514
N4BP2L2	10443	0.86212350602544	0.815076780569849	0.0985681372948761
HRAS	3265	0.862694609318442	0.815655433699274	-0.0395343025085477
DPY19L1P1	100129460	0.863104643313046	0.81611921801417	0.00565385717948752
MAP3K9	4293	0.863104643313046	0.816133216760843	0.0131827475641035
DSCR3	10311	0.863104643313046	0.816161304135306	0.0312098602991426
YOD1	55432	0.863104643313046	0.81621446926432	-0.0429826634358981
TOMM20	9804	0.863104643313046	0.816268836632427	0.0337687635726525
MYT1	4661	0.863104643313046	0.816286830976598	0.0125200154529912
EXT1	2131	0.863104643313046	0.816314246637456	0.0215723038547004
APBA2	321	0.863168253067053	0.816413144623309	0.036903534961537
GYPB	2994	0.863267750642207	0.816545993819764	0.0469628392435908
BCKDHA	593	0.863321009864689	0.816635114029885	-0.0253767781623937
ABCC10	89845	0.863345201474428	0.816696741995219	0.0254334822948721
PTGES2	80142	0.863421647560862	0.816807805528114	-0.0312669394059801
TEX264	51368	0.864067793782296	0.817457845026459	-0.0334713863034182
MSI1	4440	0.864112549807156	0.817568275494355	-0.0281118518461536
PRKACG	5568	0.864112549807156	0.817577744809239	0.0102046016837609
NECAB2	54550	0.864164095028983	0.81766529549841	0.01216722536752
IBTK	25998	0.864313074160199	0.817845046388179	-0.0390228376495703
KIAA1033	23325	0.864453461670091	0.818016680553585	0.0429560033247824
R3HDM4	91300	0.864662218765004	0.818253027289756	-0.0276458224145308
PGAP1	80055	0.864853278912616	0.818472644873188	0.0380476646068368
BMP8B	656	0.864927808695656	0.81861033771899	-0.013292912529915
ZBTB38	253461	0.864927808695656	0.818620808930188	-0.0568922921880368
TAF1C	9013	0.865329980188184	0.819083607205798	0.006305977435896
PCF11	51585	0.865329980188184	0.819104425849446	-0.0441483110128233
DCTN6	10671	0.865329980188184	0.819117949652622	-0.0444167358333356
LOC100652777///PLA2G10	100652777///8399	0.865365714981601	0.819190611310052	-0.00991937654700958
ZXDB///ZXDA	158586///7789	0.865549740588906	0.81940366098474	-0.016194214038463
TNS2	23371	0.865940883057803	0.819812811066168	0.0139197757991436
		0.866087463107283	0.819990450530644	-0.0147791702991444
GDE1	51573	0.866088362738507	0.820064582663502	0.0416999822905986
BTF3	689	0.866088362738507	0.820069037625982	-0.0307837765811971
LOC389906	389906	0.866132642304142	0.820149834071597	0.00547576307264919
BCL7A	605	0.86621401350984	0.820265758608406	0.0193232607094007
SLCO5A1	81796	0.866244439837046	0.820333445651006	0.00721486702564045
IFIT2	3433	0.866278258357656	0.820404347983737	-0.0345394127777787
HNRNPA3P1	10151	0.866355579248045	0.820516453998597	0.0111738230555547
ZKSCAN5	23660	0.866390735942187	0.820593523326981	-0.0189003959487186
GATAD1	57798	0.866390735942187	0.820635648208237	0.044912318226495
INSL4	3641	0.866390735942187	0.820666394270598	-0.00836667684615389
TNFRSF17	608	0.866405521336994	0.820752597385721	0.0299536058888883
NRGN	4900	0.866405521336994	0.82075816316935	0.0904714004999985
UMPS	7372	0.866634107501034	0.82101359822945	-0.0101527378547015
SUGP2	10147	0.866727387422236	0.821140864150735	0.0235093496410226
MLX	6945	0.866857986603991	0.821303496530245	0.0267098004957251
SORBS1	10580	0.867026903781234	0.821502446687304	0.00883899857264892
ETS1	2113	0.867178824658922	0.821685307357559	0.0275013865726486
ZBED4	9889	0.867972258923496	0.822476069073716	-0.0533912360683759
RHOD	29984	0.868692850268636	0.823197873996881	0.0125934753589743
RAD23A	5886	0.868750128691768	0.823291139774001	0.0419714385042713
USP22	23326	0.868894081656171	0.823466553714267	-0.00822795615384742
LOC728392	728392	0.869022331430896	0.823632472829173	0.0521418071410249
YWHAH	7533	0.869022331430896	0.823666097016583	-0.0348819998247869
ELP6	54859	0.86903681078965	0.823718820656474	-0.0073594171025646
ZNF132	7691	0.869097987822423	0.823815810204425	-0.00624367379487278
GAPDH	2597	0.869289867704938	0.824036704013436	0.0176164756410238
NENF	29937	0.869318805963156	0.824168775550069	-0.0152996745128204
		0.869318805963156	0.824172073685483	0.0373364803076903
ZNF324B	388569	0.869318805963156	0.824181173754775	0.00861750115811954
TBX2	6909	0.869438804631192	0.824333959764986	0.00654337698717944
SNRPA1	6627	0.869610307398472	0.82453559102073	0.0304903733162405
MINK1	50488	0.869921810405345	0.824887309411279	0.0371302641410258
ARF4	378	0.869921810405345	0.824909027234436	-0.0253443586367528
TMC6	11322	0.869961653020312	0.825021329077442	-0.0321399871196562
FLJ42627	645644	0.869961653020312	0.825024891245578	-0.037150506324787
KEL	3792	0.870294902640473	0.825379983732043	-0.0356093106367523
RWDD3	25950	0.870298747239704	0.82542268653969	0.0322214117094015
CSNK1G2	1455	0.870320514775361	0.825482389255363	0.0309694450940174
CHD1L	9557	0.870424400227151	0.825619984885387	-0.0383287777478643
		0.870505924830272	0.825736378994635	0.0121957375854715
SNRPB2	6629	0.870593936153815	0.825883222192478	-0.0220343115555597
RRN3P1///RRN3P2///RRN3	730092///653390///54700	0.870593936153815	0.825898003695889	-0.0357680263333329
SPOCK3	50859	0.870806889678248	0.826177172118784	0.0125111476581186
PRMT2	3275	0.870806889678248	0.826178183130092	0.0268816487948715
PLA2G2E	30814	0.871108824990565	0.826503737286296	0.00552666289743575
CDKL5	6792	0.871252122812555	0.826702584547182	0.00420683410256428
OR12D3///OR5V1	81797///81696	0.871252122812555	0.826763397742582	0.00713207458547016
ZNF507	22847	0.871252122812555	0.826793874374569	-0.00526886782051328
POLM	27434	0.871252122812555	0.826796095184414	-0.0311423064914531
TSC22D3	1831	0.871372274113309	0.826986075620293	-0.0471732450170954
CHRNA6	8973	0.871372274113309	0.827015710810764	-0.00769004588461675
ZNF35	7584	0.871372274113309	0.827027430113646	0.0187036400598277
DNAJC4	3338	0.871705400866245	0.827382723525607	-0.040166350106837
NHLRC2	374354	0.871722230433478	0.82743781788352	0.0318775142435896
INO80D	54891	0.871811283324486	0.827561471295585	-0.0175506963760679
PARP11	57097	0.871820369097576	0.827609220819505	-0.012029646978633
H3F3AP4///H3F3B///H3F3A	440926///3021///3020	0.871841212591108	0.827668133157667	0.0182924241452973
HSP90B1	7184	0.871877375309251	0.827759422713274	-0.0415903954786323
SF3A1	10291	0.871877375309251	0.827780718576606	0.0350469957008555
DR1	1810	0.871912016820005	0.827852737057885	-0.0344426412863257
WDR61	80349	0.872018773117426	0.828039067563204	-0.0238072069316244
NPRL2	10641	0.872018773117426	0.828063715003661	0.018134958905982
SIK1	150094	0.872018773117426	0.828078579382533	0.136077946799147
P3H3	10536	0.872018773117426	0.82811063402315	0.00637276370940176
NGDN	25983	0.8722083374631	0.828364616893183	-0.0283063126239336
ZDHHC3	51304	0.8722083374631	0.828368938012457	0.0358979828760662
GIGYF2	26058	0.872648047303696	0.828825708977041	-0.0393947234145315
RGS16	6004	0.873102985138411	0.829347853906758	-0.0460380630341897
TRAPPC2L	51693	0.873102985138411	0.829367030298522	-0.0316539911794864
SLC7A8	23428	0.873102985138411	0.829375348311482	0.0127784292735038
TMEM123	114908	0.873217872050054	0.829523668965379	0.0305994471324755
